gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_type	tag	TargetScan_nseed	miRDB_score	miRDB_miRNA	microT_miRNA	microT_score	isTarget
ENSMUSG00000000305.13	58.15167644565494	1.0223516576987295	0.27739844544991343	3.6854988716341723	2.282550935559315e-4	0.023793381729043495	Cdh4	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000317.12	355.288319409619	0.118341534266808	0.1499865289978482	0.7890144205450997	0.4301035782217256	0.8939903939117412	Bcl6b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000318.17	31.998063125797167	-0.23607039274335173	0.38591491384126214	-0.6117161692290913	0.540725562089749	0.9220718179615125	Clec10a	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000320.11	84.0743515891795	-0.7560228140402397	0.27426348200557316	-2.756556609402622	0.005841350047844249	0.17001868851376972	Alox12	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000326.14	1408.6072631753761	0.11083532074366098	0.09468755051212985	1.170537416420573	0.2417847659074924	0.8050681408332788	Comt	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000339.15	208.8577983141649	-0.14427184615679234	0.1465872836502418	-0.9842043768341182	0.3250150342177424	0.8540993967476708	Rtca	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000340.11	1443.680149750785	0.22549662519729968	0.07888483710712778	2.858554742162541	0.004255756720564154	0.14673630928570813	Dbt	protein_coding	NA	1	81.5736	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29c-3p,mmu-miR-29a-3p,mmu-miR-29b-3p	0.868315535643269	TRUE
ENSMUSG00000000346.10	2702.9764298119103	-0.034268345905087746	0.07142502887756508	-0.4797806377345629	0.6313833820851762	0.9429292870067317	Dazap2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000355.14	277.27661129831563	0.023128912144725133	0.14634653145129958	0.15804209307428546	0.8744236300193826	0.9845903505077127	Mcts1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000359.4	46.15028537331733	-0.12812213548611545	0.32018425163600456	-0.40015127174889503	0.6890451024142008	0.9563287142055906	Rem1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000374.9	631.0139260265316	0.1447145231241984	0.09249323366894426	1.5645957805104624	0.11767771889025137	0.6533494161507887	Trappc10	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000378.16	176.24175975077924	0.08758200632455308	0.22678578044721123	0.3861882616795698	0.6993572465388441	0.9601781337972645	Ccm2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000384.16	547.0329383612855	-0.2152710426261378	0.11967777006839385	-1.7987554622977517	0.07205737134763773	0.550272306543307	Tbrg4	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000392.18	71.47207120288247	0.07920039544817356	0.2502015560758825	0.3165463744124486	0.7515878316121275	0.9693686665031499	Fap	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000399.11	5952.9753963006915	-0.11092364552624263	0.09021460739721626	-1.2295530482978678	0.2188645212379248	0.7816979819475219	Ndufa9	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000416.17	29.45205733372249	0.33206637777130893	0.4515058348384736	0.7354642003466152	0.462056834968952	0.9023832139468215	Cttnbp2	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000420.16	1465.0591610590957	-0.09973536863093026	0.09481580233214225	-1.05188551040843	0.292852080489362	0.8391134494673821	Galnt1	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000439.10	517.4144531869136	0.29442687403799617	0.16712457480994514	1.7617210058593706	0.07811644697236121	0.5647716121610257	Mkrn2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000440.13	125.60797507051598	0.07349313062585902	0.1712685644161784	0.4291104492898797	0.6678428482612166	0.9539497323739728	Pparg	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000441.18	1222.9657927491387	0.056177255514726174	0.08739940746290781	0.6427647182684588	0.5203767797625485	0.9190091638692243	Raf1	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000486.14	21.06932128132297	-1.1550178293958646	0.578029391924158	-1.9981991323157697	0.04569507558429528	0.45105909962840307	Septin1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000489.8	367.8207625936388	0.12658928469356825	0.13762982787031677	0.9197808836384538	0.3576872749771887	0.8692970877676227	Pdgfb	protein_coding	ncRNA_host	1	68.0615	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29c-3p,mmu-miR-29a-3p,mmu-miR-29b-3p	0.952015263993448	TRUE
ENSMUSG00000000530.17	311.06317380895985	-0.278733793469417	0.12423869578836703	-2.243534445533965	0.02486237120049211	0.33950847090212244	Acvrl1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000531.6	101.16177529796644	-0.15305768477461087	0.20133928768290563	-0.7601978060817685	0.4471363562039351	0.8989442534586999	Tamalin	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000532.12	276.8867514226347	0.0785699863505262	0.13944508065396702	0.5634475306124109	0.5731301792499115	0.934273617246182	Acvr1b	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000538.19	1655.432464523337	-0.048975611215364444	0.08996895503876798	-0.54436123209679	0.5861929181205816	0.9358936802886353	Tom1l2	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000552.11	70.00680729157824	-0.0033125069339851256	0.23347063694514808	-0.014188109379953294	0.9886799063737864	0.999284920938439	Zfp385a	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000555.9	573.7264281539256	0.407790795386974	0.1158994387543196	3.518488094246923	4.340132899088347e-4	0.03717310005989873	Itga5	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000561.15	505.46739205442657	0.07383562818955579	0.1023911289605077	0.7211135275013348	0.4708396687740407	0.9047584574866308	Wdr77	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000563.18	13417.769681353548	-0.0606992678154406	0.08102459392331839	-0.7491462144554077	0.45376908293494234	0.9016169934242225	Atp5pb	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000567.6	21.137315243979355	0.2922681654172787	0.4223895561182298	0.6919398483788997	0.4889751046833902	0.9098547427410685	Sox9	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000568.16	577.6472092142575	0.17763338063199682	0.14821442328870185	1.1984891665097315	0.23072663803496493	0.794692340704781	Hnrnpd	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000579.15	56.685539995356294	-0.03634014126313696	0.36416709457113394	-0.09978974433682263	0.9205112502417897	0.992878261907671	Dynlt1c	protein_coding	NA	1	59.0828	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29c-3p,mmu-miR-29a-3p,mmu-miR-29b-3p	0.875110404627373	TRUE
ENSMUSG00000000581.9	469.8640809453637	0.0326204691460182	0.17828209307729695	0.1829710913920844	0.8548207014007501	0.9811211176339765	C1d	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000594.8	261.31954281576054	-0.3191861022049859	0.1367049623457141	-2.3348538101915715	0.01955105901887806	0.3096620619868708	Gm2a	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000600.16	652.7801421843308	0.21675610828260003	0.09547042715427552	2.2704005286614337	0.023183292445291676	0.3317989121387985	Krit1	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000605.10	1050.591296045492	-0.04269380163783227	0.07969786848652025	-0.5356956521999495	0.5921689089710711	0.936264571922977	Clcn4	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000628.11	3252.194528011271	-0.1776882974080598	0.09723418155610979	-1.827426266816709	0.06763570298317727	0.5331387438111133	Hk2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000631.21	1910.0209360818778	0.09501188719359084	0.07967022436454509	1.192564574173248	0.23303994689608104	0.798188529269384	Myo18a	protein_coding	NA	1	NA	NA	NA	NA	TRUE
ENSMUSG00000000682.8	46.85230254587152	-1.0290776222658533	0.3853495031672146	-2.670504603763057	0.007573733297153932	0.1960581121914358	Cd52	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000693.11	39.25177189028054	0.05798620691089173	0.34720646576991365	0.16700785448309582	0.8673638687413189	0.9822459490517753	Loxl3	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000708.15	1550.907620866733	0.05972549758539323	0.07351388298991791	0.8124383471021971	0.4165401499201292	0.887696465523667	Kat2b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000711.4	1328.8437366066046	-0.025228684809933503	0.0746564341787327	-0.3379304823149506	0.735415575883068	0.9663223772512447	Rab5b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000732.10	126.0249662711273	0.0550545870796047	0.17858475391418427	0.30828268300025324	0.7578672417611	0.9708935388165819	Icosl	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000738.19	830.0008075749948	-0.02937144918954752	0.10074139516784365	-0.29155293254190306	0.7706284669072353	0.9722425792692281	Spg7	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000740.13	2577.274916192248	-0.20780929566660827	0.13959823579210068	-1.4886240824425045	0.1365863863596363	0.6873791681804002	Rpl13	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000743.10	584.6384251506582	-0.013809448317811134	0.0991141992894829	-0.13932865741545133	0.8891904453895885	0.9881771834011401	Chmp1a	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000751.14	554.3440603166158	0.019130363358087522	0.09439121711686406	0.20267101052847497	0.839392183162909	0.9800770805091535	Rpa1	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000753.16	304.50253289396795	-0.14295664485260448	0.18874368178511203	-0.757411551478386	0.4488033376903236	0.8989442534586999	Serpinf1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000759.15	313.07233083381476	0.22716909466966767	0.1397989684954344	1.6249697484505161	0.1041690048842574	0.6270190728194311	Tubgcp3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000776.14	175.15874391397548	0.14218322390929103	0.15207600455344125	0.9349484445412702	0.34981486930917	0.8650591758707221	Polr3d	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000787.13	2613.7567326628273	0.00557666827057279	0.09001674555869	0.06195145398737903	0.9506014917996314	0.9954061753088841	Ddx3x	protein_coding	NA	1	91.8661	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29b-3p,mmu-miR-29c-3p,mmu-miR-29a-3p	0.999982696963749	TRUE
ENSMUSG00000000794.10	31.007174424095126	-0.048227327213782326	0.3539342138246188	-0.13626070984389174	0.8916151831288008	0.9884666177715755	Kcnn3	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000804.15	419.6730455891731	0.09680150957282961	0.10637264147386548	0.9100226170148517	0.3628105822336099	0.8729135622285477	Usp32	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000805.19	187.5644225330023	-0.0780719420996016	0.21178556073888904	-0.36863675609999064	0.7123984947467487	0.9624064645952016	Car4	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000811.15	190.32311403344576	0.14108242267354001	0.15434009658233755	0.9141009095991798	0.3606638246194854	0.8712900404457196	Txnrd3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000823.17	226.90832426601204	-0.4086850220277647	0.15902943773453768	-2.569870257039885	0.010173660932022021	0.23004758427614738	Zfp512b	protein_coding	overlapping_locus	NA	82.9637	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	NA	NA	TRUE
ENSMUSG00000000826.17	950.0841646410668	0.23492498492166586	0.08169442226821023	2.8756551353088184	0.004031899601487513	0.14242537525057936	Dnajc5	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000827.19	610.7373452396222	0.0815255426769532	0.1268010103635424	0.6429407971057719	0.5202625158669827	0.9190091638692243	Tpd52l2	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000838.18	243.65945665657125	0.11482814134314323	0.1538540407254655	0.7463446575838758	0.45545924120054276	0.9016997004132213	Fmr1	protein_coding	NA	NA	NA	NA	mmu-miR-29b-3p,mmu-miR-29c-3p,mmu-miR-29a-3p	0.784052875137598	TRUE
ENSMUSG00000000861.16	32.738015653945865	0.02591013508048419	0.3585595120084483	0.07226174236837342	0.9423936102360669	0.9944924278011649	Bcl11a	protein_coding	NA	NA	50.6853866107	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29b-3p,mmu-miR-29c-3p,mmu-miR-29a-3p	0.993708819042485	TRUE
ENSMUSG00000000876.12	438.6601926467045	0.004375694135431691	0.10571546752568764	0.041391238556159705	0.9669839974324186	0.9956630391553597	Pxmp4	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000881.13	68.62037056626201	-0.22535197801365522	0.23304344031484067	-0.9669955854977325	0.3335462405028744	0.8590404732655056	Dlg3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000884.18	24.017064233671057	-0.12356827487484599	0.40378568282028654	-0.3060244088194744	0.7595860612117542	0.9710940154708	Gnb1l	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000889.9	23.158040931201374	-0.21851108411208095	0.4536900719840208	-0.4816307378217812	0.6300682865709473	0.9425790527049853	Dbh	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000901.18	64.3504890666296	0.12331822473452007	0.3599139092173047	0.34263256177761225	0.731874902517196	0.9643940085206185	Mmp11	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000902.14	162.4121416089983	-0.057161436980888825	0.1676993439528767	-0.340856652348927	0.7332114990592511	0.965103272107454	Smarcb1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000915.16	233.63278041244865	0.11583094046982263	0.18442774880493723	0.6280559255339225	0.5299673043988482	0.9207877091752227	Hip1r	protein_coding	ncRNA_host	1	NA	NA	NA	NA	TRUE
ENSMUSG00000000916.16	93.63963467288306	0.06795333063145792	0.21383062440664205	0.3177904512977101	0.7506438942931438	0.9691915909229325	Nsun5	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000934.10	45.29801613416262	-0.354217719171141	0.2950629293057862	-1.2004819446635744	0.22995222069881474	0.7935185674128914	Top1mt	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000948.17	101.42234748022827	-0.5221362823200687	0.2017439602536026	-2.5881135755623927	0.009650315596333186	0.22296871791046796	Gm38393	protein_coding	readthrough_gene	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000957.12	113.87436158157419	-0.18049335227091992	0.18533469288965249	-0.9738778501572014	0.3301171928029035	0.8559919819360682	Mmp14	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000958.11	32.308888303203055	-0.9897817613553985	0.4343184764783264	-2.2789308191100894	0.0226711780497049	0.33065003387676983	Slc7a7	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000959.8	1103.8774356984716	0.14013644323503416	0.09444127488949966	1.4838474321635302	0.13784940039480842	0.6887005081203191	Oxa1l	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000976.14	123.13474379434146	-0.31907028158547085	0.21295238360835503	-1.4983174932302208	0.13405078122093259	0.6795284920249921	Heatr6	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001016.13	325.48694522543076	0.029411963383364385	0.12289207352983807	0.2393316553180559	0.8108484211289273	0.9758894764858096	Ilf2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001017.16	880.6901184521541	0.1347628550284522	0.08936142472594644	1.5080652019788499	0.1315378402278891	0.675874834508972	Chtop	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001018.16	1034.7517935003552	-0.014956422495677295	0.07441362864225932	-0.20099036653056826	0.840706106760012	0.9801144542802609	Snapin	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001020.9	75.32535489734691	-0.6522450710668137	0.3204601902766003	-2.0353388372634944	0.04181679091435065	0.43455207683560526	S100a4	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001025.9	318.85081512421146	-0.46984933283746694	0.15240218803188907	-3.0829566091213487	0.00204955036779381	0.09636469858644534	S100a6	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001027.8	378.8607219356996	0.1268389293517606	0.16646039968494528	0.7619765997908508	0.44607397036568713	0.8986281007434728	Scn4a	protein_coding	fragmented_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001029.16	255.3444054491512	-0.0869532772570493	0.12517515755006597	-0.6946528285556247	0.487272896552922	0.9095445085989925	Icam2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001034.18	80.31524963410189	0.24045664363239658	0.28335022907958607	0.8486199019971791	0.3960928289991277	0.8828568741817455	Mapk7	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001036.18	432.4788675757775	0.14464074110253655	0.11077791289894916	1.3056821284805828	0.1916606779783296	0.7537690567561908	Epn2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001039.13	30.466347603107923	-0.3304292536460274	0.357273947576084	-0.9248624364799511	0.3550374681108157	0.8678810435167413	B9d1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001052.16	335.68262370867154	0.08541805369046775	0.13343875427512322	0.6401292799418175	0.5220885548017189	0.9190091638692243	Sec24b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001053.16	91.12266047366813	0.218486436050507	0.27165792916177706	0.8042704173026163	0.4212408185798618	0.8902501942262201	N4bp3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001054.10	131.36224228644988	0.10913063505552294	0.17000155929408156	0.641939024022365	0.5209127749649929	0.9190091638692243	Rmnd5b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001056.4	131.11255497078875	-0.01113082385920595	0.19147902606487824	-0.05813077331735815	0.9536444622685253	0.9956630391553597	Nhp2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001062.19	240.1427916017312	0.13399030683978114	0.1599733419927555	0.837578968912514	0.40226720858347065	0.8856932382967653	Vps9d1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001065.16	147.67695748947668	-0.25468269413878697	0.22946682866276913	-1.1098889352459556	0.2670468890511167	0.821297624941664	Zfp276	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001082.13	61.89108693583221	3.616073226613857e-4	0.33835369706014257	0.0010687257913931107	0.9991472803536414	0.9995286867520148	Mfsd10	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001089.15	691.9987822534879	0.18521421764649054	0.0891617240394051	2.0772839426549776	0.0377753602120135	0.41031120256134535	Luzp1	protein_coding	NA	1	NA	NA	NA	NA	TRUE
