gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_type	tag	TargetScan_nseed	miRDB_score	miRDB_miRNA	microT_miRNA	microT_score	isTarget
ENSMUSG00000000168.11	5871.038380385442	-0.0791276018380123	0.2593513671317478	-0.30509807105746356	0.7602914602830196	0.9503643253537746	Dlat	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000171.6	6348.548911967002	-0.25345035184314846	0.24470350426387	-1.035744676422151	0.3003212736169271	0.7735839644128326	Sdhd	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000183.7	70.90548901756137	3.34517335483347	0.5367761368346462	6.23197106816235	4.6060255736564334e-10	1.7351761965758844e-7	Fgf6	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000184.13	1818.3835876001049	0.4138941556578982	0.2671943160785967	1.549038024956148	0.12137257951803421	0.5994045252314225	Ccnd2	protein_coding	NA	1	61.1958960913	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	NA	NA	TRUE
ENSMUSG00000000194.14	571.3377894792701	0.13829719427865672	0.2680954072323325	0.5158506656505601	0.6059587129277313	0.9028577334508442	Gpr107	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000253.14	2233.757913744066	-0.03631767272318804	0.30082981906728506	-0.1207249761203528	0.9039088755989364	0.9782517510276717	Gmpr	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000266.12	289.07304959120296	0.23927295410352548	0.43699707330596277	0.5475390310817915	0.5840084630693274	0.8953608066006286	Mid2	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000275.17	240.48160707312215	-0.048542448860193196	0.2802913305781422	-0.17318569489847307	0.8625054675549179	0.9727707970119145	Trim25	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000276.12	293.37436519453314	0.19889762639264705	0.4737910650854568	0.41980028972638445	0.674631353230929	0.9285548143426696	Dgke	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000278.11	76.39609059870206	0.019343035316680128	0.3619965069031677	0.05343431482849721	0.9573858649766078	0.990194842775425	Scpep1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000282.13	196.7846982988428	0.23439600273500458	0.44309985237531635	0.528991380788061	0.596811429067068	0.9007944187525755	Mnt	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000290.14	23.047462995944635	-0.33355654741438623	0.7092097488591994	-0.47032143586707487	0.6381253848510575	0.9162221908503452	Itgb2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000295.14	26.424381579251925	-0.37146604464308375	0.6260678010477626	-0.5933319746222576	0.5529590041662641	0.8842358609219751	Hddc2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000296.9	136.86914836220325	0.12066748400837421	0.3061666542790694	0.3941235347543315	0.6934898361396105	0.9370504881978311	Tpd52l1	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000301.17	12.868622329095512	-0.11935853425686979	0.7390506930434615	-0.16150249959896953	0.8716976428059382	NA	Pemt	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000305.13	192.8904603633822	1.876440427204756	0.4526081884846051	4.14583844248894	3.385724961564912e-5	0.0034298247404760513	Cdh4	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000317.12	74.63728263822622	-0.7141873293668459	0.41649258340794576	-1.7147660194162795	0.08638813392621984	0.5435328572445617	Bcl6b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000320.11	39.04885824378034	-0.7653633339176277	0.48660254098973477	-1.572871634334054	0.11574854439052096	0.5890032514258041	Alox12	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000326.14	4109.879024428555	0.9703328768121378	0.2500021728770196	3.8812977729176033	1.0390052948337745e-4	0.008350139219480766	Comt	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000339.15	241.79132285912084	-0.1558265790862043	0.2737077541140526	-0.5693173713349463	0.5691407800974839	0.889005184158917	Rtca	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000340.11	1449.613690815816	0.12187343015982417	0.26389516401476165	0.4618251744583196	0.6442066962451174	0.919369210753509	Dbt	protein_coding	NA	1	81.5736	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29c-3p,mmu-miR-29a-3p,mmu-miR-29b-3p	0.868315535643269	TRUE
ENSMUSG00000000346.10	2661.5683841485516	-0.019455317242924708	0.20969346902864613	-0.09277979582791358	0.9260785023592863	0.9825746483416052	Dazap2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000355.14	200.4312582883502	0.05803760048689223	0.32373295545410763	0.17927615804662692	0.85772086668102	0.9727707970119145	Mcts1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000374.9	956.6540187598109	0.367228861309401	0.3403993947614582	1.0788176094341886	0.28066904317318764	0.7574227178811478	Trappc10	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000378.16	245.56374329661887	0.11610181697031273	0.2908214470804823	0.3992202711864733	0.6897309079694816	0.9353927433425695	Ccm2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000384.16	855.4833555674899	-0.4544727930141503	0.2653180266095861	-1.712935976577665	0.08672431870668611	0.5438010058861685	Tbrg4	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000399.11	7507.915450546258	-0.4648837633654311	0.27920867652839904	-1.665004716707457	0.09591181480903284	0.5574816429714999	Ndufa9	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000420.16	1427.1573465874362	0.06788592470747566	0.2780431837888771	0.2441560472096399	0.8071099662822793	0.9602857181498206	Galnt1	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000439.10	677.1032563134246	0.2423121628163748	0.3937433907433909	0.6154062989067255	0.5382864326222725	0.8792041340998558	Mkrn2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000440.13	62.218876307641835	0.06916123348867613	0.4057845343091926	0.17043831797684497	0.8646654395776091	0.9727990549797553	Pparg	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000441.18	1779.9527252156497	-0.018886428262075487	0.2352145996187423	-0.08029445575524805	0.9360030676446159	0.9853604538753155	Raf1	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000489.8	103.44812195910528	-1.0193699451751368	0.4111035894634003	-2.4795938816921694	0.013153209896416974	0.2431931676400408	Pdgfb	protein_coding	ncRNA_host	1	68.0615	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29c-3p,mmu-miR-29a-3p,mmu-miR-29b-3p	0.952015263993448	TRUE
ENSMUSG00000000530.17	92.02804906176462	-0.7070075216591063	0.6011898985678037	-1.1760136411862354	0.23958942501880467	0.7218821591106449	Acvrl1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000531.6	50.069742953657666	-0.8962162371506414	0.5043454260518323	-1.7769889263525034	0.07557006180803463	0.5284083917213619	Tamalin	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000532.12	303.1465273246814	0.1834270236006835	0.3011144491238598	0.6091604841095918	0.5424180698951107	0.8808915868125616	Acvr1b	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000538.19	2629.2867250803424	0.10176419909560971	0.25633620732113366	0.39699502524089875	0.6913711291038841	0.9359325054853816	Tom1l2	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000552.11	50.64735312481323	-0.6776040094290504	0.4967038327662596	-1.3642012900430331	0.1725042223003816	0.6703863313446486	Zfp385a	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000555.9	976.0381228301928	0.8909073916871842	0.26988862400503527	3.3010186886223214	9.633446549427071e-4	0.047015960000561824	Itga5	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000561.15	630.8103537828828	0.3092605478848748	0.23777755362036157	1.3006296985401902	0.19338523639333394	0.6848587029147005	Wdr77	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000563.18	13560.631739945167	-0.367574940835693	0.22266009949373083	-1.6508343509746897	0.09877240381914074	0.5635728289579197	Atp5pb	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000568.16	517.674252115449	-0.21476796174363244	0.2484192451233027	-0.864538339761207	0.38729222825082615	0.8223849227737408	Hnrnpd	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000579.15	17.75215426906665	1.2554247732897375	0.821575147166491	1.5280705333158373	0.1264950266297936	0.6054401028758998	Dynlt1c	protein_coding	NA	1	59.0828	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29c-3p,mmu-miR-29a-3p,mmu-miR-29b-3p	0.875110404627373	TRUE
ENSMUSG00000000581.9	366.99191415785646	0.19733070449720597	0.2798014898663527	0.7052525152437932	0.48065310533716143	0.8590471734380253	C1d	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000594.8	175.47953913451497	-0.19501001830541892	0.2851002113049927	-0.684005169315018	0.493971901581349	0.8632723746918056	Gm2a	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000600.16	506.973722303921	0.4141581722718739	0.3391073354880517	1.221318824247217	0.22196532879897213	0.7074839460308772	Krit1	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000605.10	1223.12311685752	0.13762280608123534	0.2895921724749238	0.47522971669115915	0.6346232482559404	0.9145706225613104	Clcn4	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000628.11	6512.518660923867	-0.5072113858296265	0.2942117482805294	-1.723967138613388	0.0847137756722119	0.5400447201102668	Hk2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000631.21	3774.0162018594615	0.31546943002448075	0.3593070288805134	0.8779940403820746	0.379946952898844	0.8175392200790081	Myo18a	protein_coding	NA	1	NA	NA	NA	NA	TRUE
ENSMUSG00000000708.15	1785.7864313428036	0.5920309006069449	0.30867088060882275	1.9180004911354855	0.055110948872971265	0.4672028752909062	Kat2b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000711.4	1410.9417526189836	0.16486381706728145	0.2645456357180837	0.6231961325681086	0.5331556428574367	0.8766760438696536	Rab5b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000732.10	25.276007265849394	-0.35885453866982603	0.722641308838233	-0.49658735845968294	0.6194800695643476	0.9088165747748733	Icosl	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000738.19	1740.1864884126398	-0.487730910932462	0.2748279295948955	-1.7746773832317255	0.07595117180070374	0.5284083917213619	Spg7	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000740.13	3044.441263997781	-0.611436068768861	0.36147084047039646	-1.6915225249515973	0.09073704945745474	0.5474576417339108	Rpl13	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000743.10	835.6636424259622	-0.16631292032126407	0.2463070498374736	-0.6752259849281868	0.4995321999028974	0.8643897949292724	Chmp1a	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000751.14	828.1559323418406	0.1423047826633819	0.28095482265346167	0.5065041465364166	0.6125027795182042	0.9047133339508237	Rpa1	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000753.16	59.24484490756391	0.8021303651589929	0.6594335588057081	1.2163930003982832	0.22383524910040553	0.7087325902966031	Serpinf1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000759.15	231.90254831407415	-0.054118636273318435	0.274983027489909	-0.19680718758289334	0.8439784262467138	0.9706208261044105	Tubgcp3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000776.14	201.33258079328382	-0.23391615983978373	0.3182368975516204	-0.7350378338886389	0.46231645283950545	0.8533732027271976	Polr3d	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000787.13	2354.4127574210697	0.361793984905485	0.39224351350006437	0.9223708549750832	0.3563351667350358	0.8068534164670029	Ddx3x	protein_coding	NA	1	91.8661	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29b-3p,mmu-miR-29c-3p,mmu-miR-29a-3p	0.999982696963749	TRUE
ENSMUSG00000000804.15	429.81762843423905	0.36001839315103734	0.4185989076266327	0.8600557397348825	0.38975831746400863	0.8230676850687199	Usp32	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000805.19	32.23915901370951	-1.0479374707641345	0.5115957961655817	-2.048369980008518	0.04052376072779735	0.4119004515797614	Car4	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000811.15	234.41969604749025	-0.0441454688943717	0.28971375927025994	-0.15237615571164687	0.8788902624443515	0.975381665735858	Txnrd3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000823.17	313.63950358115585	0.37371097922986	0.36073590143054146	1.0359683573158767	0.30021690492545805	0.7734803994179091	Zfp512b	protein_coding	overlapping_locus	NA	82.9637	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	NA	NA	TRUE
ENSMUSG00000000826.17	1221.804043105626	0.35096409850400806	0.3661341537903248	0.9585669484005466	0.33777694967981053	0.79813268499716294	Dnajc5	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000827.19	618.1224286899289	-0.1050860797302308	0.31105088598994196	-0.33784208457013953	0.735482193664803	0.943503455620363	Tpd52l2	protein_coding	ncRNA_host	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000838.18	82.52920997171576	0.9752919660977459	0.5275498761141206	1.8487199225249535	0.06449826541601981	0.5033598845875731	Fmr1	protein_coding	NA	NA	NA	NA	mmu-miR-29b-3p,mmu-miR-29c-3p,mmu-miR-29a-3p	0.784052875137598	TRUE
ENSMUSG00000000861.16	69.5175736665014	0.6810171721201999	0.5301331776999839	1.2846152641772688	0.19892676198082823	0.6869269881635303	Bcl11a	protein_coding	NA	NA	50.6853866107	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	mmu-miR-29b-3p,mmu-miR-29c-3p,mmu-miR-29a-3p	0.993708819042485	TRUE
ENSMUSG00000000876.12	539.2451043014711	0.0415055824875133	0.2590948304738991	0.16019456046883393	0.87272781417741	0.9751648233342632	Pxmp4	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000881.13	51.7930358025155	-0.48402641706234195	0.45431153542387764	-1.0654063991809937	0.2866920622146042	0.7630984345323589	Dlg3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000884.18	37.101416474660255	-0.1872880200955205	0.4926387393906537	-0.38017314742071967	0.7038168907067591	0.9382129192871643	Gnb1l	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000901.18	52.103156458452794	-0.6630657472461211	0.49686136026041067	-1.3345085778024695	0.18203723755723766	0.681126175147046	Mmp11	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000902.14	200.83607978769174	-0.443535373077072	0.36561114082890633	-1.2131341842360093	0.22507852226936376	0.710107716816849	Smarcb1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000915.16	249.5773687982619	0.5605191222737254	0.29646622342307605	1.8906677320668301	0.05866871247201904	0.48342537857155815	Hip1r	protein_coding	ncRNA_host	1	NA	NA	NA	NA	TRUE
ENSMUSG00000000916.16	96.81944576240411	-0.21148872471515565	0.37163217157865547	-0.5690807763406843	0.569301323551475	0.889005184158917	Nsun5	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000934.10	44.391076784686895	-1.2796199627317757	0.4593385392690739	-2.7857883746658425	0.005339772013813399	0.14177341148487646	Top1mt	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000948.17	27.81860533997432	0.25003991765224237	0.7303697775762718	0.34234702109662657	0.7320897532508626	0.9431821902187832	Gm38393	protein_coding	readthrough_gene	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000957.12	40.23303111397742	-0.43561134711687255	0.5596743239229272	-0.7783300546352394	0.43637446180504824	0.8449758966800507	Mmp14	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000959.8	1476.1059326189277	-0.20350833318539815	0.2498620408476437	-0.8144827941651599	0.41536842505541155	0.8383168196957955	Oxa1l	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000000976.14	148.6061368804856	0.258876272159399	0.4246395527153808	0.6096376809555317	0.5421018448585393	0.8808915868125616	Heatr6	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001016.13	327.81451158090096	-0.23378484147570996	0.2888084749951507	-0.8094805440859565	0.418238789493736	0.8404175951344169	Ilf2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001017.16	952.0654633188311	0.24913881775003585	0.22225426877972998	1.1209630263477657	0.2623036009818905	0.7405315948095292	Chtop	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001018.16	1032.5506483778072	0.3820647270002141	0.2397897697090899	1.5933320569252412	0.1110857188333154	0.5808237068657436	Snapin	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001025.9	72.57122608222326	-1.1505502236591878	0.6047277283852434	-1.902592141311944	0.057093785392193834	0.4760052860253508	S100a6	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001027.8	1137.2936011468742	1.2123766049198779	0.4480041611985301	2.706172642853246	0.00680636510872225	0.16215559562380774	Scn4a	protein_coding	fragmented_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001029.16	55.50691065055558	-0.5436544837987233	0.4378030640726587	-1.2417786178593242	0.214318253917496	0.7007910837234189	Icam2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001034.18	33.30422697248942	-0.0788599981891503	0.6276219974783962	-0.12564887544730263	0.9000098724958108	0.9770804946794882	Mapk7	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001036.18	286.4756176608657	-0.28648059464831266	0.2814238590326656	-1.0179683969690008	0.30869297507233023	0.7801454537729435	Epn2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001039.13	26.00260457842052	-0.6610632119075284	0.561638202358724	-1.177026792570817	0.23918481257165541	0.7216982234512711	B9d1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001052.16	326.4180359800007	0.18859967305669784	0.31388373315144197	0.6008583852470707	0.5479343126958955	0.8829972971333787	Sec24b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001053.16	26.93905871669739	-0.6953573071088461	0.5848146196769552	-1.1890217578571367	0.23443110513309784	0.719478404857194	N4bp3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001054.10	142.60001658286615	-0.4129519968923335	0.3655902371553904	-1.129548754106397	0.25866641493939074	0.736124559040216	Rmnd5b	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001056.4	168.49028829415752	-0.5841835959919395	0.447811691340018	-1.3045295763579694	0.19205308202600538	0.6835118260430537	Nhp2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001062.19	399.4395979151821	-0.26822668264357824	0.25827953744854787	-1.0385130982240973	0.2990312404636076	0.7732823439654558	Vps9d1	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001065.16	131.25920808110993	-0.21804947010137815	0.3592620737064357	-0.6069370692313968	0.5438926762963439	0.8816865725713187	Zfp276	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001082.13	29.363410524261607	-0.46674997748982266	0.5583218230286537	-0.8359873432098829	0.40316202342681345	0.8329601705048714	Mfsd10	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001089.15	502.89028098333813	0.5711985824673131	0.3492370528253104	1.6355612265260657	0.10193145080873396	0.5668204869892072	Luzp1	protein_coding	NA	1	NA	NA	NA	NA	TRUE
ENSMUSG00000001098.16	267.32412164246443	-0.16228996178161303	0.2841171802274007	-0.5712078433684298	0.5678587621253159	0.8889153846800004	Kctd10	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001100.11	1937.3308116126066	-0.34640006033785536	0.24048465575309122	-1.440424792397187	0.1497472535871054	0.6408884015458237	Poldip2	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001105.16	227.2760221774392	-0.22427429913860977	0.31354905120686155	-0.7152765995475666	0.474438145083482	0.8573455012713799	Ift20	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001119.8	228.92873555624578	0.5756436805775164	0.5338825739370305	1.0782215203851389	0.28093491025484785	0.7574227178811478	Col6a1	protein_coding	NA	NA	77.767	mmu-miR-29a-3p, mmu-miR-29b-3p, mmu-miR-29c-3p	NA	NA	TRUE
ENSMUSG00000001123.16	57.54075250138246	-0.7591404046550879	0.49185112573891293	-1.5434353301817163	0.12272518703919165	0.6002076048341157	Lgals9	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001127.13	1015.2398114615103	0.054875222329660064	0.2215170146122085	0.2477246383341053	0.8043474673022504	0.959637460717285	Araf	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001128.8	39.217918718159716	-0.5969914755151106	0.49856239284160175	-1.1974258068533876	0.23114062987347747	0.7164325226154357	Cfp	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001134.10	203.99775318418577	-0.45047843262047327	0.2922251814550306	-1.5415455655719923	0.12318406211952107	0.6002076048341157	Uxt	protein_coding	overlapping_locus	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001138.14	180.1063315510602	0.34081926759148695	0.3391178656540339	1.0050171403802972	0.3148885964656222	0.7844950167821462	Cnnm3	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001143.14	452.31052065441827	-0.0030257265130686456	0.27251163652625876	-0.011103109399796553	0.9911411824511225	0.9983461693222161	Lman2l	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001150.8	435.13193856591374	-0.9777509065361831	0.385843299659408	-2.5340621630575533	0.01127487284130136	0.2199329969286212	Mcm3ap	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
ENSMUSG00000001151.11	1354.3110252336528	-0.10582613771266981	0.2755726199478309	-0.3840226860444406	0.700961633256726	0.9382129192871643	Pcnt	protein_coding	NA	NA	NA	NA	NA	NA	FALSE
